This chart shows expert ratings of over 1700 Chocolate Bars,,,,,,,,,
"Among the criteria are review date, cocoa percent, and the type of cocoa bean in the chocolate bar",,,,,,,,,
Data retrieved from kaggle.com,,,,,,,,,
"CompanyX 
(Maker-if known)","Specific Bean Origin
or Bar Name",REF,"Review
Date","Cocoa
Percent",Column,"Company
Location",Rating,"Bean
Type","Broad Bean
Origin"
Mast Brothers,Brooklyn Blend,672,"October, 2011",72%,,U.S.A.,3.5,X ,X 
Mast Brothers,"Chuao, Med. Roast",701,"October, 2011",76%,,U.S.A.,3,Trinitario,Venezuela
Mast Brothers,"Chuao, Dark Roast",709,"October, 2011",70%,,U.S.A.,3,Trinitario,Venezuela
Mast Brothers,"Chuao, Light Roast",713,"October, 2011",81%,,U.S.A.,2.75,Trinitario,Venezuela
Mast Brothers,Moho River,773,"October, 2011",70%,,U.S.A.,3.5,Trinitario,Belize
Mast Brothers,Papua New Guinea,777,"October, 2011",71%,,U.S.A.,2.75,X ,Papua New Guinea
Mast Brothers,San Martin,777,"October, 2011",75%,,U.S.A.,3,X ,Peru
Mast Brothers,Conacado,777,"October, 2011",73%,,U.S.A.,3.25,X ,Dominican Republic
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",777,"October, 2011",74%,,usa.,3.75,X ,Dominican Republic
Mast Brothers,Patanemo,572,"May, 2010",81%,,U.S.A.,2.75,Criollo,Venezuela
Mast Brothers,Ocumare de la Costa,572,"May, 2010",75%,,U.S.A.,3,X ,Venezuela
Mast Brothers,"Dominican Republic, Coop",572,"May, 2010",70%,,U.S.A.,3.25,X ,Dominican Republic
Matale,"Malekula P., May, 2013",1177,"May, 2013",72%,,Australia,3.5,Trinitario,Vanuatu
Matale,"Somia, May, 2013",1177,"May, 2013",68%,,Australia,4,Trinitario,Madagascar
Matale,"Kulili P., May, 2013",1177,"May, 2013",74%,,Australia,4,Trinitario,Papua New Guinea
Matale,Blend,1181,"May, 2013",70%,,Australia,3.75,Trinitario,"PNG, Vanuatu, Mad"
Maverick,Maya Mountain,1367,"December, 2014",70%,,U.S.A.,3.25,Trinitario,Belize
Maverick,Elvesia,1367,"December, 2014",70%,,U.S.A.,3.25,X ,Dominican Republic
Maverick,Tumbes,1430,"December, 2014",82%,,U.S.A.,3.25,Criollo,Peru
Maverick,"Morropon, Norandiono Coop, Piura",1430,"December, 2014",63%,,U.S.A.,3.5,Criollo,Peru
Mayacama,Hispaniola,1728,"September, 2016",72%,,U.S.A.,3,X ,Domincan Republic
Meadowlands,Bolivia,1287,"December, 2014",70%,,U.S.A.,2.5,X ,Bolivia
Meadowlands,Venezuela,1287,"December, 2014",70%,,U.S.A.,2.75,X ,Venezuela
Meadowlands,Belize,1287,"December, 2014",70%,,U.S.A.,3,Trinitario,Belize
Meadowlands,"Nicaragua, w/ inbs",1291,"December, 2014",70%,,U.S.A.,3,X ,Nicaragua
Meadowlands,Dominican Republic,1291,"December, 2014",70%,,U.S.A.,3.5,X ,Dominican Republic
Menakao (aka Cinagra),Madagascar,837,"January, 2012",80%,,Madagascar,2.5,Trinitario,Madagascar
Menakao (aka Cinagra),Madagascar,841,"January, 2012",72%,,Madagascar,2.5,Trinitario,Madagascar
Mesocacao,El Salvador,1494,"July, 2015",80%,,Honduras,2.75,X ,El Salvador
Mesocacao,El Salvador,1494,"July, 2015",70%,,Honduras,3,X ,El Salvador
Mesocacao,Honduras,1347,"December, 2014",80%,,Honduras,3.25,X ,Honduras
Mesocacao,Honduras,1347,"December, 2014",70%,,Honduras,3.5,X ,Honduras
Mesocacao,"La Tronca, Matagalpa",1351,"December, 2014",70%,,Honduras,3.25,X ,Nicaragua
Mesocacao,"La Tronca, Matagalpa",1351,"December, 2014",80%,,Honduras,3.5,X ,Nicaragua
Metiisto,"Fazenda Sempre Firme P., Bahia",1267,"December, 2014",70%,,Sweden,3,X ,Brazil
Metiisto,Akesson Estate,1267,"December, 2014",72%,,Sweden,3.5,Trinitario,Madagascar
Metropolitan,South America,1688,"July, 2015",70%,,Amsterdam,3.5,Trinitario,South America
Michel Cluizel,"Chiapas, Mokaya P.",963,"January, 2012",66%,, France,3.75,X ,Mexico
Michel Cluizel,"Carenero Superior, Concepcion",117,"June, 2007",66%,, France,3.5,Trinitario,Venezuela
Michel Cluizel,Vila Gracinda,135,"June, 2007",67%,, France,3.5,Forastero,Sao Tome
Michel Cluizel,Carre Amer,24,"November, 2006",60%,, France,2,X ,X 
Michel Cluizel,Carre Grand Noir,24,"November, 2006",85%,, France  ,2,X ,X 
Michel Cluizel,Tamarina,24,"November, 2006",70%,, France,3,Forastero,Sao Tome
Michel Cluizel,Los Ancones P.,24,"November, 2006",67%,,  France ,4,X ,Dominican Republic
Michel Cluizel,Mangaro P.,24,"November, 2006",65%,, France,4,Trinitario,Madagascar
Michel Cluizel,Maralumi P.,24,"November, 2006",64%,, France  ,4,X ,Papua New Guinea
Michel Cluizel,Noir Infini,81,"November, 2006",99%,, France  ,2,X ,X 
Middlebury,Maya Mountain,1490,"July, 2015",80%,,U.S.A.,3.5,Trinitario,Belize
Middlebury,San Juan Estate,1490,"July, 2015",70%,,U.S.A.,3.5,Trinitario,Trinidad
Middlebury,Oko Caribe,1490,"July, 2015",75%,,U.S..,3.75,X ,Dominican Republic
Middlebury,"Patanemo, Epoch, Donaldo",1490,"July, 2015",75%,,U.S.A.,3.75,X ,Venezuela
Middlebury,Kokoa Kamili,1538,"July, 2015",75%,,U.S.A.,3.25,X ,Tanzania
Middlebury,"Matagalpa, Cacao Bisiesto",1538,"July, 2015",70%,,U.S.A.,3.5,X ,Nicaragua
Middlebury,La Red,1117,"May, 2013",75%,,usa.,2.5,X ,Dominican Republic
Middlebury,Belize,1117,"May, 2013",80%,,U.S.A.,3.25,Trinitario,Belize
Middlebury,Houseblend,887,"January, 2012",65%,,U.S.A.,1.5,X ,X 
Middlebury,Alto Beni,887,"January, 2012",75%,,U.S.A.,2,Criollo,Bolivia
Middlebury,"Balinese, Java",887,"January, 2012",70%,,U.S..,2.5,Criollo,Indonesia
Millcreek Cacao Roasters,Ecuador,1073,"May, 2013",70%,,U.S.A.,2.5,Forastero (Nacional),Ecuador
Millcreek Cacao Roasters,Ecuador,825,"January, 2012",70%,,U.S.A.,3.5,X ,Ecuador
Mindo,Ecuador,607,"May, 2010",67%,,U.S.A.,2.75,X ,Ecuador
Mindo,Ecuador,607,"May, 2010",77%,,U.S.A.,2.75,X ,Ecuador
Minimal,"Acul-du-Nord, July, 2015",1920,"September, 2016",70%,,Japan,3.5,"Criollo, Trinitario",Haiti
Mission,"Fazenda Camboa, Bahia",1880,"September, 2016",75%,,Brazil,3.75,X ,Brazil
Mission,"Bahia, Fazenda Venturosa",1626,"July, 2015",70%,,Brazil,3.5,Forastero (Parazinho),Brazil
Mita,Tumaco,955,"January, 2012",65%,,Colombia,2.5,X ,Colombia
Moho,"Toledo District, w/ nibs",1026,"May, 2013",73%,,U.S.A.,3.25,Trinitario,Belize
Moho,Toledo District,1030,"May, 2013",72%,,U.S.A.,3,Trinitario,Belize
Moho,"Umoho R., Toledo District, San Felipe",607,"May, 2010",67%,,U.S.A.,2.75,Trinitario,Belize
Molucca,La Red,1614,"July, 2015",70%,,U.S.A.,3,X ,Domincan Republic
Molucca,Indonesia,1618,"July, 2015",70%,,U.S.A.,2.75,X ,Indonesia
Molucca,Peru,1618,"July, 2015",70%,,usa.,3.25,X ,Peru
Momotombo,Matagalpa,661,"October, 2011",70%,,Nicaragua,2.75,X ,Nicaragua
Momotombo,Mombacho,661,"October, 2011",70%,,Nicaragua,2.75,X ,Nicaragua
Momotombo,Oscuro,772,"October, 2011",70%,,Nicaragua,3.25,X ,Nicaragua
Monarque,Oko Caribe,1812,"September, 2016",72%,,Canada,3.5,X ,Dominican Republic
Monsieur Truffe,Papaua New Guinea,1391,"December, 2014",70%,,Australia,3.25,X ,Papua New Guinea
Montecristi,Manabi,1654,"July, 2015",70%,,Ecuador,3.25,X ,Ecuador
Montecristi,Manabi,1654,"July, 2015",63%,,Ecuador,3.5,X ,Ecuador
Montecristi,Manabi,1658,"July, 2015",85%,,Ecuador,3.5,X ,Ecuador
Muchomas (Mesocacao),Nicaragua,1462,"July, 2015",70%,,U.S.A.,3.5,X ,Nicaragua
Muchomas (Mesocacao),Nicaragua,1462,"July, 2015",80%,,U.S.A.,3.5,X ,Nicaragua
Mutari,"Kokoa Kamili, batch 1 SRB",1896,"September, 2016",68%,,U.S.A.,2.75,X ,Tanzania
Mutari,"Oko Caribe, batch 1 SRB",1896,"September, 2016",71%,,U.S.A.,2.75,X ,Domincan Republic
Mutari,"Ambanja, batch 1 SRB",1900,"September, 2016",68%,,U.S.A.,2.75,X ,Madagascar
Mutari,"Tien Giang, batch 1 SRB",1900,"September, 2016",80%,,U.S.A.,3,Trinitario,Vietnam
Nahua,"Costa Rica, Oscuro",1049,"May, 2013",58%,,Costa Rica,2.5,X ,Costa Rica
Nahua,"Costa Rica, Oscuro",1049,"May, 2013",70%,,Costa Rica,3,X ,Costa Rica
Naive,Trinidad & Tobago,1046,"May, 2013",70%,,Lithuania,3.75,X ,"Trinidad, Tobago"
Naive,"Maranon Canyon, Fortunato No. 4",1133,"May, 2013",78%,,Lithuania,3.75,Forastero (Nacional),Peru
Naive,Grenada,867,"January, 2012",71%,,Lithuania,2.5,Trinitario,Grenada
Naï¿½ve,Nicaragua,1379,"December, 2014",70%,,Lithuania,3.25,Criollo,Nicaragua
Naï¿½ve,Chuao,1399,"December, 2014",75%,,Lithuania,2.75,Trinitario,Venezuela
Naï¿½ve,Barinas,1399,"December, 2014",70%,,Lithuania,3,X ,Venezuela
Nanea,Criollo Blend,1007,"May, 2013",85%,,U.S.A.,3.5,X ,Hawaii
Nathan Miller,Peru,1403,"December, 2014",72%,,U.S..,2.25,X ,Peru
Nathan Miller,Hispaniola,1403,"December, 2014",70%,,U.S.A.,2.5,X ,Dominican Republic
Nathan Miller,Madagascar,1403,"December, 2014",73.50%,,U.S.A.,2.5,Trinitario,Madagascar
Nathan Miller,Ghana,1403,"December, 2014",70%,,U.S.A.,3.5,Forastero,Ghana
Neuhaus (Callebaut),Papua New Guinea,531,"May, 2010",70%,,Belgium,2.5,Criollo,Papua New Guinea
Neuhaus (Callebaut),Manickchand Estate,230,"April, 2008",67%,,Belgium,3.75,Trinitario,Trinidad
Neuhaus (Callebaut),Dark,135,"June, 2007",73%,,Belgium,1,X ,X 
Neuhaus (Callebaut),West Africa,15,"November, 2006",73%,,Belgium,2,Forastero,West Africa
Neuhaus (Callebaut),Sao Tome,15,"November, 2006",75%,,Belgium,2.75,Forastero,Sao Tome
Neuhaus (Callebaut),Ocumare,24,"November, 2006",71%,,Belgium,3,Criollo,Venezuela
Nibble,Patanemo,1526,"July, 2015",72%,,U.S.A.,2.25,Criollo,Venezuela
Nibble,Elvesia P.,1526,"July, 2015",72%,,U.S.A.,2.75,Trinitario,Dominican Republic
Nibble,"Ambanja, Sambirano Valley",1526,"July, 2015",72%,,U.S.A.,3,Trinitario,Madagascar
Nibble,Tumbes,1526,"July, 2015",72%,,U.S.A.,3,Criollo,Peru
Night Owl,Peru,1022,"May, 2013",75%,,U.S.A.,2.75,X ,Peru
Night Owl,Ecuador,1022,"May, 2013",75%,,U.S.A.,3.5,X ,Ecuador
Noble Bean aka Jerjobo,Ghana,1295,"December, 2014",75%,,usa.,3,Forastero,Ghana
Noble Bean aka Jerjobo,Moho Valley,1299,"December, 2014",75%,,U.S.A.,3,Trinitario,Belize
Noble Bean aka Jerjobo,Maranon Canyon,1299,"December, 2014",75%,,U.S..,3.25,Forastero (Nacional),Peru
Noir d' Ebine,Venezuela,837,"January, 2012",70%,,U.S.A.,3,X ,Venezuela
Noir d' Ebine,Ecuador,841,"January, 2012",70%,,U.S.A.,3,X ,Ecuador
Nova Monda,"La Patriota, cacao Indio, purple label",931,"January, 2012",70%,,Nicaragua,3,X ,Nicaragua
Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",935,"January, 2012",75%,,Niacragua,2.75,X ,Nicaragua
Nova Monda,"Punta Galera, cacao Nacional, gold label",935,"January, 2012",80%,,Nicaragua,3.25,Forastero (Nacional),Ecuador
Nuance,"Ghana, May, 2013",1454,"July, 2015",70%,,U.S.A.,3.75,Forastero,Ghana
Nuance,"Ecuador, May, 2013",1458,"July, 2015",70%,,U.S.A.,2.75,Trinitario,Ecuador
Nuance,"Canoabo, May, 2013",1458,"July, 2015",70%,,U.S.A.,3,Criollo,Venezuela
Nuance,"Sambirano Valley, January, 2012",1458,"July, 2015",70%,,U.S.A.,3.5,Trinitario,Madagascar
Nuance,La Red,1470,"July, 2015",70%,,U.S.A.,3.75,X ,Dominican Republic
Nugali,Fazenda Leolinda,1876,"September, 2016",70%,,Brazil,3.5,Trinitario (Scavina),Brazil
Oakland Chocolate Co.,Jamaica,478,"May, 2010",70%,,U.S.A.,2.5,Trinitario,Jamaica
Obolo,Pangoa,1638,"July, 2015",70%,,Chile,3.75,Criollo,Peru
Obolo,"Pangoa, w/ nibs",1638,"July, 2015",70%,,Chile,3.75,Criollo,Peru
Ocelot,Virunga,1558,"July, 2015",70%,,Scotland,3.75,Forastero,Congo
Ocelot,Piura,1558,"July, 2015",75%,,Scotland,4,Criollo,Peru
Ocho,Sang Yum Coop,1760,"September, 2016",100%,,New Zealand,2.75,X ,Samoa
Ocho,Sang Yum Coop,1760,"September, 2016",70%,,New Zealand,3.5,X ,Samoa
Ocho,"PNG, Devotion",1411,"December, 2014",66%,,New Zealand,2.75,X ,Papua New Guinea
Ocho,"PNG, Revolution",1411,"December, 2014",70%,,New Zealand,3,X ,Papua New Guinea
Ocho,"PNG, Voodoo",1411,"December, 2014",88%,,New Zealand,3.25,X ,Papua New Guinea
Ocho,"PNG, Nib Bar",1411,"December, 2014",74%,,New Zealand,3.5,X ,Papua New Guinea
Ohiyo,"San Juan Estate, Gran Couva",1594,"July, 2015",70%,,U.S.A.,2.75,Trinitario,Trinidad
Ohiyo,Tanzania,1598,"July, 2015",70%,,U.S.A.,3,X ,Tanzania
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",761,"October, 2011",70%,,Germany ,3.5,Criollo,Bolivia
Olive and Sinclair,Dominican Republic prototype,486,"May, 2010",72%,,U.S.A.,3,X ,Dominican Republic
Olive and Sinclair,Ghana prototype,486,"May, 2010",72%,,usa.,3,Forastero,Ghana
Olive and Sinclair,Dark 67,457,"February, 2009",67%,,U.S.A.,2.75,X ,"Ghana, Domin. Rep"
Olive and Sinclair,Dark 75,457,"February, 2009",75%,,U.S.A.,3,X ,"Ghana, Domin. Rep"
Olivia,Carribean-Raw,688,"October, 2011",76%,,Canada,2,X ,Carribean
Olivia,Carribean,688,"October, 2011",76%,,Canada,2.75,X ,Carribean
Olivia,Carribean,688,"October, 2011",85%,,Canada,2.75,X ,Carribean
Olivia,Carribean-Raw,688,"October, 2011",85%,,Canada,3,X ,Carribean
Omanhene,Ghana,693,"October, 2011",80%,,Ghana,2.75,Forastero,Ghana
Omnom,"Kakao Kamili, Kilombero Valley",1816,"September, 2016",70%,,Iceland,3.75,Trinitario,Tanzania
Omnom,Papua New Guinea,1247,"December, 2014",70%,,Iceland,3,X ,Papua New Guinea
Omnom,Madagascar,1247,"December, 2014",66%,,Iceland,3.5,Trinitario,Madagascar
organicfair,Maya Mountain,1161,"May, 2013",74%,,Can,2.75,Trinitario,Belize
organicfair,La Red,1165,"May, 2013",72%,,Canada,2.75,X ,Dominican Republic
organicfair,Nicaraqua,1165,"May, 2013",72%,,Canada,2.75,Trinitario,Nicaragua
organicfair,Caribe,1165,"May, 2013",72%,,Canada,3,X ,Dominican Republic
organicfair,Mindo,1165,"May, 2013",72%,,Canada,3,Trinitario,Ecuador
Original Beans (Felchlin),Papua Kerafat,1438,"December, 2014",68%,,Switzerland,2.75,X ,Papua New Guinea
Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",1442,"December, 2014",80%,,Switzerland,3.25,Blend,X 
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",733,"October, 2011",66%,,Switzerland,3.75,X ,Bolivia
Original Beans (Felchlin),"D.R. Congo, Cru Virunga",331,"February, 2009",70%,,Switzerland,3,Forastero,Congo
Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",341,"February, 2009",75%,,Switzerland,3,Criollo,Peru
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",341,"February, 2009",68%,,Switzerland,3.25,X ,Bolivia
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",316,"February, 2009",60%,,U.S.A.,3,Criollo,Hawaii
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",24,"November, 2006",60%,,U.S.A.,3,X ,Hawaii
Orquidea,Peru,859,"January, 2012",65%,,Peru,3,X ,Peru
Orquidea,Peru,859,"January, 2012",72%,,Peru,3,X ,Peru
Pacari,"Sierra Nevada, Tutu Iku",1848,"September, 2016",70%,,Ecuador,4,X ,Colombia
Pacari,Garaua,1415,"December, 2014",70%,,Ecuador,3.25,X ,Ecuador
Pacari,Cumbia,1415,"December, 2014",70%,,Ecuador,3.5,X ,Ecuador
Pacari,Montubia,1415,"December, 2014",70%,,Ecuador,3.75,X ,Ecuador
Pacari,Tangara,1415,"December, 2014",70%,,Ecuador,4,X ,Ecuador
Pacari,"Ecuador, raw",817,"January, 2012",85%,,Ecuador,2.75,X ,Ecuador
Pacari,Piura,863,"January, 2012",70%,,Ecuador,4,X ,Peru
Pacari,Nube- prototype,721,"October, 2011",70%,,Ecuador,3.5,X ,Ecuador
Pacari,Esmeraldas,224,"April, 2008",60%,,Ecuador,2.5,Forastero (Arriba),Ecuador
Pacari,Manabi,224,"April, 2008",65%,,Ecuador,2.75,Forastero (Arriba),Ecuador
Pacari,Los Rios,224,"April, 2008",72%,,Ecuador,3,Forastero (Arriba),Ecuador
Pacari,Raw,266,"April, 2008",100%,,Ecuador,2,Forastero (Arriba),Ecuador
Pacari,Raw,266,"April, 2008",70%,,Ecuador,3.5,Forastero (Arriba),Ecuador
Palette de Bine,Lachua,1720,"September, 2016",70%,,Can,2.75,X ,Guatemala
Palette de Bine,Maya Mtn,1720,"September, 2016",72%,,canada,3,Trinitario,Belize
Palette de Bine,"Silvestre, La Paz, Beni",1570,"July, 2015",70%,,Canada,3.25,X ,Bolivia
Palette de Bine,"San Juan Estate, Gran Couva",1570,"July, 2015",70%,,Canada,3.25,Trinitario,Trinidad
Palette de Bine,Kokoa Kamili,1574,"July, 2015",72%,,Canada,3.5,X ,Tanzania
Palette de Bine,Lam Dong,1574,"July, 2015",72%,,Canada,3.75,Trinitario,Vietnam
Palette de Bine,"Alto Beni, Palos Blancos",1239,"December, 2014",72%,,Canada,2.75,X ,Bolivia
Palette de Bine,Sambirano,1239,"December, 2014",78%,,Canada,3.75,Trinitario,Madagascar
Palette de Bine,"Camino Verde P., Balao, Guayas",1303,"December, 2014",75%,,Canada,2.75,X ,Ecuador
Palette de Bine,Duo- Gran Couva & Camino Verde,1399,"December, 2014",75%,,Canada,3.5,Blend,"Trinidad, Ecuador"
Palette de Bine,Gran Couva,1399,"December, 2014",70%,,Canada,3.75,Trinitario,Trinidad
Pangea,Matasawalevu,1860,"September, 2016",76%,,    Spain  ,3,X ,Fiji
Park 75,South America,1363,"December, 2014",65%,,U.S.A.,3.5,X ,South America
Parliament,Kilombero Valley,1856,"September, 2016",70%,,U.S..,3.25,X ,Tanzania
Parliament,"Lachua, Q'egchi families",1542,"July, 2015",70%,,U.S..,3.5,X ,Guatemala
Parliament,Alto Beni,1251,"December, 2014",70%,,U.S.A.,3,X ,Bolivia
Parliament,Oko Caribe,1255,"December, 2014",70%,,U.S.A.,3.5,X ,Dominican Republic
Pascha,Peru,1137,"May, 2013",55%,,Peru,2.5,X ,Peru
Pascha,Peru,1137,"May, 2013",70%,,Peru,2.75,X ,Peru
Patric,Signature Blend,636,"October, 2011",70%,,U.S.A.,3.75,Blend,X 
Patric,Madagascar,331,"February, 2009",75%,,U.S.A.,4,Trinitario,Madagascar
Patric,Madagascar,439,"February, 2009",67%,,U.S.A.,3.5,Trinitario,Madagascar
Patric,"Rio Caribe, Paria Penninsula",439,"February, 2009",70%,,U.S.A.,3.5,Trinitario,Venezuela
Patric,Madagascar,196,"June, 2007",70%,,U.S.A.,4,Trinitario,Madagascar
Patric,"Piura, Choc. Garage Exclusive",1034,"May, 2013",67%,,U.S.A.,4,X ,Peru
Paul Young,"Madagascar, w/ shell",1271,"December, 2014",73%,,U.K.,2.25,Trinitario,Madagascar
Paul Young,"Madagascar, w/ shell",1271,"December, 2014",64%,,U.K.,2.75,Trinitario,Madagascar
Peppalo,Dominican Republic,1454,"July, 2015",82%,,usa.,3,X ,Dominican Republic
Pierre Marcolini,"Haut Penja, w/ nibs",1658,"July, 2015",70%,,Belgium,3.25,Forastero,Cameroon
Pierre Marcolini,Chuao,478,"May, 2010",75%,,Belgium,3,Criollo,Venezuela
Pierre Marcolini,Trinite,478,"May, 2010",75%,,Belgium,3.25,Trinitario,Trinidad
Pierre Marcolini,"Baracoa, Cuba",516,"May, 2010",78%,,Belgium,3.75,"Criollo, Forastero",Cuba
Pierre Marcolini,"Peru, Las Pampas P.",531,"May, 2010",85%,,Belgium,3,Criollo,Peru
Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",414,"February, 2009",72%,,Belgium,3,Forastero,Brazil
Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",445,"February, 2009",72%,,Belgium,3,Criollo,Mexico
Pierre Marcolini,Cabosse,111,"June, 2007",70%,,Belgium,4,Blend,"Venezuela, Java"
Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",129,"June, 2007",72%,,Belgium,3.75,Forastero (Nacional),Ecuador
Pierre Marcolini,"Sambirano, Ambanja, Madagascar",141,"June, 2007",72%,,Belgium,4,Trinitario,Madagascar
Pierre Marcolini,Fleur de Cacao,166,"June, 2007",85%,,Belgium,3.5,Blend,Venezuela/ Ghana
Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",81,"November, 2006",72%,,Belgium,4,Criollo,Mexico
Pierre Marcolini,"Kendem Lembu, Java",93,"November, 2006",72%,,Belgium,3,Criollo,Indonesia
Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",93,"November, 2006",72%,,Belgium,4,Criollo,Venezuela
Pinellas,Wampusirpi Region,1772,"September, 2016",80%,,U.S.A.,2.5,X ,Honduras
Pitch Dark,Tenor,1506,"July, 2015",62%,,U.S.A.,2.5,X ,Nicaragua
Pitch Dark,Johe,1506,"July, 2015",80%,,U.S.A.,2.75,X ,Nicaragua
Pitch Dark,Chuno,1510,"July, 2015",80%,,U.S.A.,2.75,"Criollo, Trinitario",Nicaragua
Pitch Dark,Nicalizo,1510,"July, 2015",80%,,U.S.A.,2.75,Trinitario,Nicaragua
Pitch Dark,Rugoso,1510,"July, 2015",80%,,U.S..,3.25,X ,Nicaragua
Pitch Dark,Akesson Estate,1311,"December, 2014",73%,,U.S.A.,3.25,Trinitario,Madagascar
Pitch Dark,Namau Village,1315,"December, 2014",73%,,U.S.A.,2.5,Trinitario,Fiji
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",1319,"December, 2014",73%,,U.S.A.,3.25,X ,Ecuador
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",1319,"December, 2014",73%,,U.S..,3.5,X ,Ecuador
Pomm (aka Dead Dog),"La Red, October, 2011",829,"January, 2012",76%,,U.S.A.,2.5,X ,Dominican Republic
Pomm (aka Dead Dog),Peru,829,"January, 2012",82%,,U.S.A.,2.75,Criollo,Peru
Potomac,"Oko Caribe, Duarte Province, September, 2016 H.",1820,"September, 2016",70%,,usa.,3.75,X ,Domincan Republic
Potomac,"Cuyagua, May, 2013",1387,"December, 2014",70%,,U.S.A.,3.75,X ,Venezuela
Potomac,Upala w/ nibs,647,"October, 2011",70%,,U.S.A.,3.5,Matina,Costa Rica
Potomac,"Upala, Batch 18",654,"October, 2011",70%,,U.S.A.,3,Matina,Costa Rica
Potomac,"San Martin, Amazonian Highlands",789,"October, 2011",70%,,U.S.A.,2.75,X ,Peru
Potomac,Bahia,789,"October, 2011",70%,,U.S.A.,3.5,X ,Brazil
Potomac,"Upala, Batch 12",607,"May, 2010",82%,,U.S.A.,3.75,Matina,Costa Rica
Pralus,Peru,1446,"July, 2015",75%,, France  ,3.25,X ,Peru
Pralus,"Porcelana, S. of Lake Maracaibo",717,"October, 2011",75%,, France  ,3.25,Criollo (Porcelana),Venezuela
Pralus,Chuao,486,"May, 2010",75%,, France  ,3.5,Trinitario,Venezuela
Pralus,Cuyagua,451,"February, 2009",75%,, France,2,X ,Venezuela
Pralus,Papouasie,199,"April, 2008",75%,, France  ,3,Trinitario,Papua New Guinea
Pralus,"Sambirano Valley, Le 100%",202,"April, 2008",100%,, France,3,Criollo,Madagascar
Pralus,Dominican Republic-Organic,280,"April, 2008",75%,, France,2,X ,Dominican Republic
Pralus,"Monte Alegre, Diego Badero",280,"April, 2008",75%,, France,3.5,X ,Brazil
Pralus,Claudio Corallo w/ nibs,162,"June, 2007",75%,, France,4,Forastero,Sao Tome
Pralus,"Monte Alegre (Itacare), Brazil",105,"November, 2006",75%,, France,3,Forastero,Brazil
Pralus,Tanzania,105,"November, 2006",75%,,  France ,3.5,Criollo,Tanzania
Pralus,Sao Tome & Principe,5,"November, 2006",75%,, France,3.5,Forastero,Sao Tome & Principe
Pralus,Trinidad,5,"November, 2006",75%,, France,3.5,Trinitario,Trinidad
Pralus,"Madagascar, Nosy Be Isle.",5,"November, 2006",75%,, France  ,3.75,Criollo,Madagascar
Pralus,"Java, Indonesie",32,"November, 2006",75%,, France,3.5,Criollo,Indonesia
Pralus,"Barlovento, Venezuela",32,"November, 2006",75%,, France,3.5,Trinitario,Venezuela
Pralus,Jamaique,32,"November, 2006",75%,, France,4,Trinitario,Jamaica
Pralus,Equateur,40,"November, 2006",75%,, France,3,Trinitario,Ecuador
Pralus,Vanuatu,40,"November, 2006",75%,, France  ,3,Trinitario,Vanuatu
Pralus,Ghana,40,"November, 2006",75%,, France,3.25,Forastero,Ghana
Pralus,Colombie,40,"November, 2006",75%,, France,3.5,Trinitario,Colombia
Pralus,Fortissima,93,"November, 2006",80%,, France,4,"Criollo, Trinitario",Ecuador
Pralus,Cuba,99,"November, 2006",75%,,  France ,3,Trinitario,Cuba
Pralus,"Caracas, Venezuela and Ghana",99,"November, 2006",75%,,  France ,3,"Trinitario, Forastero","Venezuela, Ghana"
Pralus,"Djakarta, Java and Ghana",99,"November, 2006",75%,, France,3.5,"Criollo, Forastero","Indonesia, Ghana"
Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",1872,"September, 2016",77%,,U.K.,3.5,X ,Ecuador
Pump Street Bakery,"Crayfish Bay Estate, December, 2014",1502,"July, 2015",70%,,united kingdom,3.5,Trinitario,Grenada
Pump Street Bakery,"Akesson's, batch 4411",1530,"July, 2015",74%,,U.K.,3.5,Criollo,Madagascar
Pump Street Bakery,Honduras,1688,"July, 2015",80%,,u.k.,2.75,X ,Honduras
Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",1223,"December, 2014",75%,,U.K.,2.75,Trinitario,Venezuela
Pump Street Bakery,Guantupi River,1223,"December, 2014",75%,,U.K.,3,Forastero (Nacional),Ecuador
Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",1223,"December, 2014",72%,,u.k.,3.25,Trinitario,Madagascar
Pump Street Bakery,Guantupi River,1227,"December, 2014",85%,,U.K.,2.75,Forastero (Nacional),Ecuador
